"serialNumberInserv","system_companyName","system_model","updated","system_installDate","capacity_total_sizeTiB","capacity_total_freePct","capacity_byType_fc_sizeTiB","capacity_byType_nl_sizeTiB","capacity_byType_ssd_sizeTiB","capacity_total_dedupeRatio","virtualCapacity_byType_tdvv_vvCount","virtualCapacity_byType_tdvv_sizeTiB"
"3731","John Doe","7200","2016-09-21 17:59:47","2015-01-20","27.875","40.106502532958984","","","27.875","1.2999999523162842","14","18.1828125"
"2675","Goldbug","8200","2016-09-21 20:29:56","2015-12-28","111.71875","10.438811302185059","","","111.71875","1.399999976158142","12","139.2"
"166","Morlun","7400","2016-09-21 23:36:30","2013-07-24","735.234375","10.160982131958008","435.9375","281.875","17.421875","2.200000047683716","1","1.2"
"949","Dionysus","8440","2016-09-21 20:40:13","2016-03-02","1271.671875","90.55377197265625","","769.078125","502.59375","1.100000023841858","25","314.8125"
"711","Modred the Mystic","8440","2016-09-21 19:08:17","2016-06-29","279.296875","37.84685516357422","","","279.296875","1.2000000476837158","33","142.80234375"
"2235","Aggamon","8200","2016-09-21 21:27:17","2015-11-18","12.1953125","14.638052940368652","","","12.1953125","1.2999999523162842","2","7.35"
"3581","Calvin Rankin","8400","2016-09-21 16:35:00","2016-05-12","596.59375","88.6569595336914","244.125","338.53125","13.9375","1.2999999523162842","5","9.652734375"
"1706","Arcade","8200","2016-09-21 16:50:16","2016-01-26","167.53125","56.851566314697266","","","167.53125","","",""
"3689","Phoenix","7450c","2016-09-21 19:42:26","2015-07-02","335.0625","71.29850006103516","","","335.0625","","",""
"3912","Man-Thing","20450","2016-09-21 18:49:17","2016-05-04","586.5234375","87.65034484863281","","","586.5234375","","",""
"3222","Tyrak","7450c","2016-09-21 17:39:11","2015-05-08","76.75","80.59598541259766","","","76.75","1.2000000476837158","4","4.303125"
"2208","Watcher","7200","2016-09-21 23:50:37","2014-10-24","41.859375","47.71369934082031","","","41.859375","3.0999999046325684","3","21.599999999999998"
"284","Algrim the Strong","8450","2016-09-21 20:59:34","2016-02-02","446.875","21.7198429107666","","","446.875","1.2999999523162842","15","120.0"
"3661","Hammerhead","7200c","2016-09-21 22:45:45","2015-09-29","83.75","59.61753845214844","76.78125","","6.96875","1.100000023841858","1","0.8999999999999999"
"3178","Rhiannon","20850","2016-09-21 17:08:44","2015-11-03","446.75","18.76136589050293","","","446.75","1.100000023841858","9","7.430859375"
"3970","Squirrel Girl","7450c","2016-09-21 20:27:35","2015-10-27","125.6484375","78.78038787841797","","","125.6484375","1.2999999523162842","4","5.040234375"
"3874","Stonewall","7440c","2016-09-21 21:32:05","2015-07-08","502.59375","67.37004852294922","","","502.59375","","",""
"412","Perun","8200","2016-09-21 21:27:30","2016-06-22","48.1875","36.80690383911133","34.875","","13.3125","1.2000000476837158","1","1.68017578125"
"1882","Indech","7200c","2016-09-21 21:30:40","2015-07-10","76.78515625","19.43836784362793","","","76.78515625","1.2000000476837158","14","73.2"
"288","Dead Girl","7440c","2016-09-21 16:23:54","2015-02-05","223.90625","29.363224029541016","","56.375","167.53125","1.2000000476837158","48","44.607421875"
"3709","Mary Jane Parker","7400","2016-09-21 22:51:53","2015-09-03","223.375","48.14633560180664","","","223.375","","",""
"195","Proctor","7200c","2016-09-21 17:31:47","2015-05-30","55.84375","14.20327377319336","","","55.84375","1.2000000476837158","20","24.1330078125"
"374","Murmur II","8200","2016-09-21 19:36:29","2015-09-27","135.21484375","40.92878723144531","65.390625","","69.82421875","1.899999976158142","16","38.4"
"3654","Acrobat","20450","2016-09-21 22:42:35","2016-02-24","684.0859375","51.548885345458984","","","684.0859375","","",""
"3786","Bill Foster","7450","2016-09-21 19:05:59","2014-12-11","167.53125","57.236289978027344","","","167.53125","","",""
"4489","Arkus","7200","2016-09-21 20:26:06","2015-02-04","6.96875","69.11434936523438","","","6.96875","","",""
"556","Spectra","7200c","2016-09-21 23:43:10","2015-09-09","42.40625","21.062084197998047","26.15625","","16.25","1.2999999523162842","4","1.171875"
"3601","Vincente","8450","2016-09-21 19:02:16","2016-04-28","335.15625","76.44872283935547","","","335.15625","","",""
"3659","Arizona Annie","7200c","2016-09-21 22:13:06","2015-03-19","10.453125","26.812406539916992","","","10.453125","1.399999976158142","5","4.744921875"
"138","Alkhema","7400","2016-09-21 19:46:20","2013-03-29","844.21875","28.317371368408203","140.53125","677.0625","26.625","1.0","3","0.31640625"
"3155","Demogorge the God-Eater","7200","2016-09-21 17:11:11","2014-11-28","90.5625","58.749568939208984","6.375","42.3046875","41.8828125","1.2000000476837158","8","25.2"
"25","The Profile","7400","2016-09-21 20:17:31","2014-04-08","370.59375","42.6590576171875","153.5625","190.40625","26.625","1.7000000476837158","1","3.515625"
"986","Horus","8200","2016-09-21 23:32:23","2016-01-25","111.71875","56.120628356933594","","","111.71875","1.399999976158142","55","76.86679687499999"
"1545","Gorilla-Man","7200","2016-09-21 16:00:10","2014-08-05","29.36328125","39.410667419433594","22.39453125","","6.96875","3.200000047683716","3","10.1859375"
"2374","Gorr","8440","2016-09-21 23:06:51","2016-06-20","167.578125","74.4557113647461","","","167.578125","2.0","12","57.599999999999994"
"3857","Blackwing","7450","2016-09-21 19:00:00","2014-07-17","66.5625","5.223004341125488","","","66.5625","","",""
"2390","Hussar","7400c","2016-09-21 04:26:24","2015-06-26","83.765625","0.0","","","83.765625","","",""
"1322","Mirage","7200c","2016-09-21 16:25:48","2015-07-20","131.46875","69.82559204101562","61.03125","63.46875","6.96875","1.100000023841858","1","0.234375"
"358","Bling","7200c","2016-09-21 21:58:48","2015-10-05","55.84375","42.14815139770508","","","55.84375","1.7000000476837158","11","35.887499999999996"
"1187","Morlun","8440","2016-09-21 21:38:24","2016-03-17","505.7421875","29.646635055541992","435.9375","","69.8046875","1.100000023841858","3","7.492968749999999"
"272","Carmella Unuscione","7440c","2016-09-21 17:40:51","2015-04-29","441.421875","32.28248596191406","104.625","169.265625","167.53125","1.399999976158142","5","0.6"
"1943","Bible John","7400c","2016-09-21 19:45:03","2015-11-19","83.765625","5.84312629699707","","","83.765625","1.100000023841858","1","16.8"
"4393","Vulcan","7200c","2016-09-21 23:12:43","2016-05-19","6.96875","1.205156922340393","","","6.96875","","",""
"3671","ElectroCute","7450c","2016-09-21 20:35:32","2015-04-28","69.8046875","66.99496459960938","","","69.8046875","","",""
"1324","Doctor Bong","8200","2016-09-21 18:02:38","2016-05-19","83.7890625","44.35897445678711","","","83.7890625","1.600000023841858","11","52.8"
"3267","Gorilla-Man","8450","2016-09-21 17:48:17","2016-01-18","69.8046875","50.674312591552734","","","69.8046875","1.2000000476837158","2","2.4"
"978","Star Thief","8200","2016-09-21 23:30:56","2015-11-24","126.453125","56.97979736328125","34.875","84.609375","6.96875","","1","0.75"
"4128","Blue Marvel","8200","2016-09-21 17:13:30","2016-08-17","6.96875","64.54596710205078","","","6.96875","1.0","1","0.1171875"
"2105","Fight-Man","8200","2016-09-21 23:09:02","2015-12-09","55.859375","24.454545974731445","","","55.859375","1.600000023841858","41","45.86953125"
"3627","Jawynn Dueck the Iron Christian of Faith","8200","2016-09-21 22:37:51","2016-04-28","34.90234375","56.18354797363281","","","34.90234375","1.399999976158142","3","16.771874999999998"
"2987","Loki","8200","2016-09-21 18:46:04","2016-05-12","111.71875","14.498251914978027","","","111.71875","","",""
"504","Steel Serpent","7440c","2016-09-21 22:19:56","2015-06-25","679.4375","24.260072708129883","313.875","253.875","111.6875","1.100000023841858","11","26.586328124999998"
"3991","Lasher","8200","2016-09-21 16:37:50","2015-12-18","10.453125","31.035127639770508","","","10.453125","1.600000023841858","2","4.2"
"4051","Xavin","7450","2016-09-21 21:13:08","2013-10-19","115.9375","17.04851722717285","","","115.9375","","",""
"1550","Samuel Guthrie","8200","2016-09-21 18:04:57","2016-03-31","6.96875","47.67376708984375","","","6.96875","1.2999999523162842","1","3.5999999999999996"
"279","Lurking Unknown","8200","2016-09-21 17:08:58","2016-03-24","41.84375","23.632373809814453","34.875","","6.96875","1.0","2","1.7578125"
"531","Stephen Strange","7400","2016-09-21 16:01:41","2014-01-06","852.34765625","21.600955963134766","427.80859375","394.953125","29.5859375","1.0","2","1.7859375"
"2052","Shirow Ishihara","7450","2016-09-21 19:10:55","2015-03-25","139.625","39.363250732421875","","","139.625","1.399999976158142","36","103.271484375"
"111","Human Torch II","7200","2016-09-21 20:24:53","2013-10-01","58.28125","14.500670433044434","55.390625","","2.890625","1.100000023841858","1","0.1171875"
"3639","Meteor Man","7450","2016-09-21 23:44:13","2014-11-10","41.8125","37.266441345214844","","","41.8125","","",""
"2775","Jackal","8400","2016-09-21 20:48:30","2015-11-17","132.609375","63.49858474731445","104.6875","","27.921875","1.100000023841858","11","3.7171874999999996"
"2212","Heimdall","7400c","2016-09-21 20:12:53","2015-07-18","55.84375","70.87646484375","","","55.84375","1.0","1","1.7859375"
"336","Amber Hunt","7200","2016-09-21 16:51:07","2013-04-22","87.0390625","26.13544464111328","9.5625","70.5078125","6.96875","1.600000023841858","3","2.4609375"
"2703","Guido Carosella","7450","2016-09-21 22:42:04","2015-06-24","399.375","27.73963165283203","","","399.375","2.4000000953674316","4","9.6"
"1354","Doctor Octopus","F400","2016-09-21 20:33:30","2011-08-03","593.5625","58.52580261230469","244.34375","349.21875","","","",""
"3583","Elizabeth "Betsy" Braddock","7200","2016-09-21 17:32:15","2014-05-12","83.75","61.54151153564453","76.78125","","6.96875","1.100000023841858","2","1.7859375"
"3768","Elysius","7450","2016-09-21 23:53:30","2015-03-24","135.71875","38.96212387084961","","","135.71875","","",""
"3765","Dreadknight","20450","2016-09-21 19:09:16","2016-05-23","782.03125","85.99650573730469","","","782.03125","","",""
"3954","Valkyrie","7400","2016-09-21 22:47:07","2014-06-30","53.25","24.97799301147461","","","53.25","","",""
"647","Jackpot","7450","2016-09-21 23:50:27","2014-10-06","223.375","77.87318420410156","","","223.375","1.2000000476837158","36","3.8671875"
"3416","Blitziana","7400c","2016-09-21 18:20:20","2016-07-11","69.8046875","0.458869606256485","","","69.8046875","","",""
"1700","Ruth Bat-Seraph","7200","2016-09-21 19:33:59","2015-05-04","27.875","12.626120567321777","","","27.875","1.399999976158142","14","30.84375"
"757","Margali Szardos","7200c","2016-09-21 22:41:08","2015-07-30","160.7421875","53.769134521484375","25.59375","128.1796875","6.96875","3.4000000953674316","1","1.7999999999999998"
"4059","Frigga","7200c","2016-09-19 07:32:35","2015-02-09","10.453125","47.15993881225586","","","10.453125","1.2999999523162842","4","4.8"
"3471","Lord Chaos","7200","2016-09-21 21:04:43","2015-04-17","6.96875","1.961883306503296","","","6.96875","","",""
"1128","Persuader","7400","2016-09-21 23:01:00","2013-04-14","467.671875","33.635276794433594","383.90625","","83.765625","1.7999999523162842","18","43.199999999999996"
"2398","Shriker","7200","2016-09-21 21:21:50","2014-06-28","6.96875","56.41816329956055","","","6.96875","","",""
"2898","Man-Bull","7450c","2016-09-21 23:15:45","2015-06-10","55.84375","68.599609375","","","55.84375","2.0999999046325684","7","33.6"
"2797","Noh-Varr","7440c","2016-09-21 19:49:56","2015-02-16","146.58984375","17.115676879882812","","","146.58984375","1.399999976158142","34","69.357421875"
"4257","Joseph","7450","2016-09-21 16:55:58","2013-07-17","92.75","48.509098052978516","","","92.75","","",""
"1126","Satana","8200","2016-09-21 16:22:57","2016-04-19","119.203125","61.02536392211914","34.875","56.40625","27.921875","1.5","4","5.278125"
"765","Eleggua","7200","2016-09-21 16:06:20","2014-11-17","31.375","25.68476104736328","17.4375","","13.9375","1.7000000476837158","1","1.20029296875"
"3210","Loki","8200","2016-09-21 18:39:58","2016-06-07","223.4375","46.63898468017578","","","223.4375","","",""
"573","Bastion","8200","2016-09-21 19:17:38","2016-04-19","36.609375","56.535423278808594","26.15625","","10.453125","1.2999999523162842","1","3.5999999999999996"
"1905","Lady Jacqueline Falsworth Crichton","7400","2016-09-21 17:31:55","2014-08-06","662.8125","43.674564361572266","264.46875","338.4375","59.90625","87.9000015258789","1","0.1171875"
"1851","Reptyl","7200","2016-09-21 18:09:29","2016-01-12","80.234375","77.26631164550781","52.3125","","27.921875","1.100000023841858","2","4.8"
"4149","Peepers","7400c","2016-09-21 16:38:31","2015-03-17","13.9375","26.10706329345703","","","13.9375","","",""
"3225","Harald Jaekelsson","8450","2016-09-21 21:24:26","2016-04-09","26.625","65.83039855957031","","","26.625","6.699999809265137","11","26.4"
"667","Plug","7200","2016-09-21 17:35:44","2013-04-19","86.36328125","53.07793045043945","15.9375","63.45703125","6.96875","1.0","2","2.4"
"653","Glitch","7400","2016-09-21 17:04:02","2014-02-10","400.46875","40.03560256958008","255.9375","140.9375","3.59375","","1","0.001171875"
"1988","Cat-Man","8200","2016-09-21 22:12:18","2016-04-19","224.28125","65.2509765625","","84.6328125","139.6484375","1.399999976158142","10","69.4875"
"569","Solomon O'Sullivan","7400c","2016-09-21 21:30:27","2015-04-30","186.140625","17.993999481201172","102.375","","83.765625","1.899999976158142","91","110.85234375"
"2998","Wanda Maximoff","8200","2016-09-21 21:45:38","2016-07-25","55.84375","77.67557525634766","","","55.84375","1.7000000476837158","3","7.199999999999999"
"4018","Zombie","7450","2016-09-21 18:09:26","2014-08-21","239.625","24.180034637451172","","","239.625","","",""
"2108","Flint Marko","8200","2016-09-21 21:03:38","2015-11-27","41.8828125","58.51986312866211","","","41.8828125","1.7000000476837158","7","11.69296875"
"3223","Decay II","7440c","2016-09-21 22:38:52","2015-03-09","837.65625","20.66405487060547","","","837.65625","","",""
"1661","Taurus","7200","2016-09-21 16:27:14","2013-02-12","213.6484375","43.48374557495117","22.3125","163.4140625","27.921875","1.899999976158142","13","9.76171875"
"1268","Sersi","8200","2016-09-21 23:57:43","2016-04-25","41.8828125","87.62824249267578","","","41.8828125","1.7000000476837158","2","4.8"
"2104","Dead Girl","7200c","2016-09-21 16:33:16","2015-05-06","58.21875","36.18156433105469","38.25","","19.96875","2.5999999046325684","7","4.9781249999999995"
"2583","Spymaster","8440","2016-09-21 19:29:44","2016-04-01","335.15625","79.57109832763672","","","335.15625","1.399999976158142","23","131.628515625"
"4379","Zombie","7450","2016-09-21 22:38:36","2014-03-22","34.78125","17.093441009521484","","","34.78125","","",""
"807","Gorilla-Man","7440c","2016-09-21 18:06:38","2015-07-16","223.4375","26.13461685180664","","","223.4375","2.4000000953674316","43","219.9515625"
"2790","Deathstroke","8200","2016-09-21 22:57:25","2016-07-14","6.96875","32.87556076049805","","","6.96875","","",""
"3046","Sunspot","7400","2016-09-21 16:54:35","2013-04-04","187.390625","29.80697250366211","121.125","56.40625","9.859375","1.0","1","0.5859375"
"4359","Scrambler","8200","2016-09-21 23:01:43","2016-05-27","34.90234375","15.909345626831055","","","34.90234375","","",""
"1971","American Dream","8200","2016-09-21 20:01:48","2016-05-20","55.859375","21.052446365356445","","","55.859375","1.2000000476837158","12","28.799999999999997"
"4207","Michael Nowman","7450","2016-09-21 20:51:25","2015-02-09","223.375","89.6422119140625","","","223.375","","",""
"856","Destroyer","8440","2016-09-21 16:22:42","2016-02-29","1271.671875","89.74943542480469","","769.078125","502.59375","1.2999999523162842","25","314.8125"
"146","Cat","7200","2016-09-21 20:20:35","2014-09-10","583.265625","33.36715316772461","243.140625","256.359375","83.765625","1.600000023841858","4","19.2"
"1541","Locksmith","7200c","2016-09-21 18:54:23","2015-11-10","94.2265625","20.30511474609375","52.34375","","41.8828125","1.2999999523162842","4","38.4"
"410","Gorilla-Man","7450c","2016-09-21 21:02:53","2014-12-31","125.6484375","25.111919403076172","","","125.6484375","1.5","19","54.3"
"3282","The Blank","8400","2016-09-21 20:02:30","2016-07-04","335.15625","65.9871826171875","","","335.15625","1.2999999523162842","10","130.79999999999998"
"4040","Zombie","7450","2016-09-21 20:48:44","2014-08-20","239.625","27.79570770263672","","","239.625","","",""
"2124","Doctor Strange","7450c","2016-09-21 19:21:12","2015-02-04","69.8046875","34.37604904174805","","","69.8046875","1.2999999523162842","16","25.68046875"
"1121","Jack Power","8440","2016-09-21 22:47:44","2016-03-01","335.15625","5.36480188369751","","","335.15625","1.2000000476837158","34","185.07421875"
"1543","Umar","7450","2016-09-21 18:50:27","2015-02-09","83.765625","19.138219833374023","","","83.765625","1.2999999523162842","39","45.5958984375"
"1420","Wendigo","20800","2016-09-21 18:54:07","2015-11-18","835.328125","78.95381164550781","523.125","256.359375","55.84375","","2","0.00234375"
"3840","Jason","8200","2016-09-21 23:31:37","2015-11-05","27.921875","15.850586891174316","","","27.921875","","",""
"2777","Shocker","8400","2016-09-21 21:54:43","2016-01-20","19.96875","21.116979598999023","","","19.96875","","",""
"2837","Hera","7440c","2016-09-21 23:33:41","2015-08-05","41.8828125","26.585525512695312","","","41.8828125","","",""
"2882","Thunderstrike","7450","2016-09-21 18:39:19","2014-02-20","34.6875","8.980855941772461","","","34.6875","","",""
"3098","Scarlet Scarab","8400","2016-09-21 18:18:40","2016-08-18","111.71875","83.38461303710938","","","111.71875","","",""
"3896","The Night Man","7200c","2016-09-21 22:26:32","2015-05-19","6.96875","10.622197151184082","","","6.96875","","",""
"3668","Wind Dancer","8400","2016-09-21 17:44:42","2016-06-20","155.625","88.68724822998047","102.375","","53.25","1.2999999523162842","3","1.9921875"
"2517","White Rabbit","8200","2016-09-21 21:16:20","2016-03-08","111.59375","56.30950927734375","104.625","","6.96875","2.0999999046325684","1","1.171875"
"3838","Hardshell","7400","2016-09-21 15:59:25","2013-12-23","220.8125","62.74766159057617","197.625","","23.1875","","",""
"4338","Spider-Woman","7450c","2016-09-21 19:32:56","2015-08-12","55.84375","45.016090393066406","","","55.84375","","10","3.515625"
"1441","Zuras","8200","2016-09-21 17:55:41","2015-12-28","279.296875","52.33216857910156","","","279.296875","2.200000047683716","459","331.442578125"
"4427","Hag","8450","2016-09-21 21:39:07","2016-04-24","41.8828125","4.425480365753174","","","41.8828125","","",""
"3096","Gemini","7200c","2016-09-21 20:03:36","2015-04-24","6.96875","34.164798736572266","","","6.96875","1.100000023841858","2","2.504296875"
"3596","Sebastian Shaw","8200","2016-09-21 22:20:28","2015-11-24","111.71875","29.55069923400879","","","111.71875","3.0","1","2.4"
"2514","Blackbird","7450","2016-09-21 23:51:09","2014-12-09","167.53125","57.007789611816406","","","167.53125","","",""
"2432","Angel Salvadore","8200","2016-09-21 19:56:12","2016-03-02","8.7109375","4.147982120513916","","","8.7109375","1.399999976158142","1","5.3999999999999995"
"1143","Kristoff von Doom","8400","2016-09-21 19:16:46","2015-10-08","279.296875","26.795804977416992","","","279.296875","1.399999976158142","76","207.13007812499998"
"3876","Phoenix","7450c","2016-09-21 22:44:23","2015-06-19","335.0625","86.69615936279297","","","335.0625","","",""
"2036","Gabriel Summers","8200","2016-09-21 22:35:34","2015-12-07","167.53125","50.25065612792969","","","167.53125","","",""
"3215","Mayhem","8200","2016-09-21 20:18:03","2016-01-19","97.671875","72.53839111328125","69.75","","27.921875","3.799999952316284","3","7.199999999999999"
"451","Kamal","8400","2016-09-21 19:11:30","2015-10-26","291.6875","37.602447509765625","68.25","","223.4375","1.100000023841858","36","100.32187499999999"
"2861","Hephaestus","7400","2016-09-21 20:14:27","2013-03-05","202.75","59.26518249511719","34.0","126.9375","41.8125","1.5","1","2.4"
"378","Mentor","8400","2016-09-21 22:27:41","2015-11-13","297.484375","53.495452880859375","157.03125","84.609375","55.84375","1.2999999523162842","1","0.05859375"
"3068","Colonel","8400","2016-09-21 20:47:17","2015-11-17","167.578125","69.83450317382812","","","167.578125","","",""
"1190","Bushwacker","7200","2016-09-21 19:46:36","2013-05-31","53.515625","44.20072937011719","25.59375","","27.921875","1.2000000476837158","1","4.8"
"1776","Thanos","8200","2016-09-21 16:55:26","2016-01-22","111.71875","44.97377395629883","","","111.71875","1.2999999523162842","9","36.0"
"2280","Living Monolith","7400","2016-09-21 23:19:40","2013-06-12","280.98046875","16.567960739135742","217.171875","","63.80859375","1.2999999523162842","2","7.199999999999999"
"544","Mad Jim Jaspers","7200c","2016-09-21 22:56:00","2015-12-08","13.9375","13.410873413085938","","","13.9375","1.100000023841858","10","6.7886718749999995"
"2207","Korg","8200","2016-09-21 16:30:50","2015-12-03","62.82421875","48.19685363769531","","","62.82421875","1.100000023841858","9","21.90234375"
"107","Synch","7450c","2016-09-21 16:52:55","2015-06-29","106.5","66.73635864257812","","","106.5","42.400001525878906","3","7.668749999999999"
"330","Jack-in-the-Box","7450","2016-09-21 20:43:24","2014-10-20","83.765625","35.45513916015625","","","83.765625","1.899999976158142","14","72.8109375"
"2014","Leader","7450c","2016-09-21 20:56:30","2015-02-06","167.53125","61.62562942504883","","","167.53125","1.2000000476837158","27","63.987890625"
"3976","Edward "Ned" Buckman","7200","2016-09-21 22:27:28","2014-03-04","27.921875","59.78595733642578","","","27.921875","","",""
"1601","Banshee","8440","2016-09-21 16:54:05","2016-05-12","111.71875","51.365386962890625","","","111.71875","1.100000023841858","1","4.8"
"494","Shard","8200","2016-09-21 23:31:54","2016-01-05","6.96875","9.837444305419922","","","6.96875","1.100000023841858","1","2.4"
"3258","Angel Dust","8200","2016-09-21 17:33:21","2016-08-18","97.7265625","70.97689819335938","","","97.7265625","","",""
"259","Frankie Raye","7400","2016-09-21 20:00:46","2014-02-22","249.5625","49.44903564453125","170.0","56.375","23.1875","1.100000023841858","1","1.7999999999999998"
"1142","Kenneth Crichton","7400c","2016-09-21 17:52:57","2015-06-09","1507.71875","35.3261604309082","941.75","512.71875","53.25","1.0","2","12.0"
"644","Caiera","7400","2016-09-21 22:21:31","2014-10-14","692.78125","37.240909576416016","383.90625","169.265625","139.609375","1.0","1","0.05859375"
"3523","Blackheart","8200","2016-09-21 22:50:25","2015-12-09","355.8125","40.824806213378906","244.125","","111.6875","1.100000023841858","5","0.45703125"
"2106","Jane Foster","20800","2016-09-21 16:20:09","2016-04-16","1181.25","67.13359832763672","","846.09375","335.15625","1.5","8","3.3515625"
"1004","Valtorr","8200","2016-09-21 21:27:23","2016-05-02","36.609375","60.3126335144043","26.15625","","10.453125","1.399999976158142","1","4.8"
"3730","Inertia","7400","2016-09-21 22:40:18","2014-09-24","106.09375","69.00221252441406","85.1875","","20.90625","1.899999976158142","3","1.434375"
"4153","Carrie Alexander","7200c","2016-09-21 23:20:03","2015-10-26","6.96875","0.08408071845769882","","","6.96875","","",""
"618","Lord Chaos","8400","2016-09-21 16:32:50","2015-09-19","69.8046875","26.466142654418945","","","69.8046875","1.5","13","24.51328125"
"4070","Iron Man 2020","7450","2016-09-21 22:16:16","2014-08-05","111.6875","7.148852825164795","","","111.6875","1.100000023841858","4","0.380859375"
"309","Kang the Conqueror","7200","2016-09-21 18:10:39","2014-10-02","319.375","29.960250854492188","38.390625","169.265625","111.71875","1.100000023841858","11","93.6"
"3084","Balthakk","8200","2016-09-21 23:55:40","2016-06-30","27.921875","31.78511619567871","","","27.921875","1.2999999523162842","4","11.796093749999999"
"1402","Black Goliath","7400","2016-09-21 17:44:03","2014-07-09","310.21875","21.91246223449707","230.34375","","79.875","1.2999999523162842","2","9.6"
"314","Gateway","7450c","2016-09-21 17:06:58","2015-08-15","223.375","40.381927490234375","","","223.375","","",""
"1065","Rom the Spaceknight","7440c","2016-09-21 16:10:18","2015-05-26","688.5703125","36.90079116821289","492.6796875","169.265625","26.625","","",""
"1880","Remy LeBeau","8200","2016-09-21 23:50:03","2016-04-25","55.84375","72.2894515991211","","","55.84375","6.699999809265137","17","39.6"
"3722","Interloper","7200","2016-09-21 16:11:07","2014-12-28","10.453125","39.2376708984375","","","10.453125","1.0","1","0.5859375"
"405","John Sublime","8400","2016-09-21 15:52:30","2016-06-24","134.359375","66.98017120361328","78.515625","","55.84375","1.600000023841858","3","3.5999999999999996"
"3887","Nth Man","8200","2016-09-20 13:59:34","2016-06-08","55.84375","44.057777404785156","","","55.84375","1.2000000476837158","7","21.411328125"
"3919","Lightbright","7440c","2016-09-21 22:25:29","2016-04-11","97.7265625","67.47142028808594","","","97.7265625","1.2999999523162842","8","26.849999999999998"
"2343","Yrial","7450","2016-09-21 15:37:56","2015-05-08","218.1875","53.027427673339844","","","218.1875","13.800000190734863","8","1.265625"
"415","Architect","7440c","2016-09-21 19:49:50","2015-06-08","83.765625","19.73046112060547","","","83.765625","1.7999999523162842","21","57.599999999999994"
"3141","Conrad Josten","7200c","2016-09-21 16:15:48","2015-09-04","362.0234375","84.6754379272461","38.390625","310.3203125","13.3125","1.0","2","6.17578125"
"1472","Longneck","8200","2016-09-21 22:56:17","2016-05-20","94.15625","62.30708312988281","87.1875","","6.96875","2.5999999046325684","3","5.3999999999999995"
"3630","Equilibrius","8200","2016-09-21 20:50:45","2016-06-22","89.71875","89.90116882324219","69.75","","19.96875","1.100000023841858","1","12.0"
"1772","Wendigo","7440c","2016-09-21 15:53:03","2015-04-14","240.703125","18.721195220947266","156.9375","","83.765625","1.0","1","9.6"
"1153","Karolina Dean","8400","2016-09-21 17:18:31","2016-03-03","139.609375","37.99943923950195","","","139.609375","1.2000000476837158","97","22.86591796875"
"3413","Gorilla-Man","8200","2016-09-21 18:12:51","2016-04-19","150.2578125","49.59054946899414","52.3125","84.6328125","13.3125","4.400000095367432","2","2.4"
"197","Arthur Parks","8200","2016-09-21 19:20:14","2015-11-09","327.96875","42.16114807128906","130.78125","169.265625","27.921875","1.100000023841858","3","5.64375"
"2306","Torso","7450","2016-09-21 20:49:07","2015-01-23","614.28125","43.416786193847656","","","614.28125","1.5","147","115.9125"
"1172","Thirty-Three","7400","2016-09-21 20:39:01","2015-06-01","111.6875","84.4222183227539","","","111.6875","","",""
"1380","Stonewall","7450","2016-09-21 22:14:29","2014-11-04","223.375","26.301061630249023","","","223.375","","",""
"4361","War Eagle","7400c","2016-09-21 22:21:18","2015-05-06","335.0625","21.244287490844727","","","335.0625","","",""
"1070","Exterminator","8400","2016-09-21 16:05:26","2016-07-12","195.5078125","52.57242965698242","","","195.5078125","1.2999999523162842","35","101.690625"
"411","Rumiko Fujikawa","8450","2016-09-21 22:56:30","2016-02-23","167.53125","39.579833984375","","","167.53125","1.399999976158142","51","69.6609375"
"1445","Tether","7200","2016-09-21 21:02:23","2014-03-13","87.234375","18.39288902282715","76.78125","","10.453125","1.0","2","4.8"
"4301","High Evolutionary","7400","2016-09-21 23:02:30","2013-03-19","24.3125","74.95983123779297","","","24.3125","","",""
"20","Adrian Toomes","V400","2016-09-21 21:28:26","2012-06-28","492.375","15.708301544189453","238.875","225.625","27.875","1.2000000476837158","41","23.762109374999998"
"4492","Walter Newell","7200","2016-09-21 18:00:54","2016-04-19","80.234375","87.13972473144531","52.3125","","27.921875","2.700000047683716","2","2.109375"
"363","Jocasta","7450c","2016-09-21 22:52:19","2015-08-25","558.59375","45.137062072753906","","","558.59375","1.2000000476837158","44","209.40351562499998"
"1093","Topaz","7200","2016-09-05 10:11:43","2014-05-05","129.9921875","34.44317626953125","38.390625","84.6328125","6.96875","13.399999618530273","3","14.399999999999999"
"4184","All-American","7400","2016-09-21 21:25:31","2015-01-29","370.265625","56.243408203125","174.375","169.265625","26.625","1.100000023841858","15","5.607421875"
"636","Kem Horkus","8440","2016-09-21 22:24:39","2016-08-08","167.578125","58.036128997802734","","","167.578125","1.2999999523162842","66","41.654296875"
"3692","Hephaestus","7450c","2016-09-21 12:49:54","2015-05-29","106.5","34.1475944519043","","","106.5","","",""
"3229","Dionysus","7450","2016-09-21 16:28:52","2015-05-15","41.8828125","75.21450805664062","","","41.8828125","1.2999999523162842","5","43.199999999999996"
"1778","Genis-Vell","7400c","2016-09-21 18:28:05","2015-09-09","111.71875","16.234264373779297","","","111.71875","1.5","15","84.0375"
"1131","Peepers","7400","2016-09-21 20:12:01","2014-05-09","517.625","27.259794235229492","238.875","225.5","53.25","1.2999999523162842","2","0.234375"
